forecast_model,forecast_checkpoint,city,year,month,pred_risk,p_low,p_mod,p_high,p_extreme,heat_stress_index_proj,temp_delta_c,urban_delta_pct,pop_delta_mult
GRU_Attn,gru_attn_best.pkl,Islamabad,2024,1,0,0.8287826180458069,0.03264925256371498,0.05585165694355965,0.08271650224924088,-0.6786560834048395,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2024,2,0,0.8151398301124573,0.04095526412129402,0.05964452028274536,0.08426036685705185,-0.3528802049682221,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2024,3,1,0.09604604542255402,0.7555898427963257,0.08491774648427963,0.06344638019800186,0.21028303292445352,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2024,4,2,0.004631553776562214,0.018142450600862503,0.8037120699882507,0.17351394891738892,0.8432485911453169,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2024,5,3,0.0013297892874106765,0.0011651117820292711,0.007382911629974842,0.9901221394538879,1.406860511833873,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2024,6,3,0.001163611188530922,0.0007964243413880467,0.0033184888307005167,0.994721531867981,1.6384305200803395,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2024,7,3,0.0011940638069063425,0.0007801013416610658,0.0033805151470005512,0.994645357131958,1.3967206499910396,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2024,8,3,0.0012739417143166065,0.0008175225229933858,0.003945228643715382,0.9939633011817932,1.3026892021110394,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2024,9,3,0.001487363362684846,0.0009552468545734882,0.005350315012037754,0.9922071099281311,1.2017898871478128,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2024,10,3,0.004307809751480818,0.0039050637278705835,0.12847943603992462,0.8633077144622803,0.7281645166240576,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2024,11,1,0.012084503658115864,0.9031639099121094,0.05523008853197098,0.02952146716415882,0.11798498043087602,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2024,12,0,0.6454660892486572,0.17819824814796448,0.07329819351434708,0.103037528693676,-0.4054526352396113,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2025,1,0,0.8049443960189819,0.05073390528559685,0.06096029654145241,0.08336137235164642,-0.6646566976259374,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2025,2,0,0.7857167720794678,0.06593818962574005,0.06474848091602325,0.08359657227993011,-0.33888081918931995,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2025,3,1,0.015295881778001785,0.8917283415794373,0.06504078954458237,0.02793501317501068,0.22428241870335558,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2025,4,2,0.0031731787603348494,0.01377156563103199,0.9102766513824463,0.0727785974740982,0.8572479769242191,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2025,5,3,0.0011075851507484913,0.001004491583444178,0.005235258024185896,0.9926526546478271,1.420859897612775,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2025,6,3,0.001028723898343742,0.0007511676521971822,0.0029976170044392347,0.9952223896980286,1.6524299058592418,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2025,7,3,0.0010792615357786417,0.0007419474422931671,0.003150353441014886,0.9950284361839294,1.4107200357699416,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2025,8,3,0.001160133397206664,0.0007750277291052043,0.003655968699604273,0.9944087862968445,1.3166885878899417,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2025,9,3,0.0013400358147919178,0.0008910360047593713,0.004903674125671387,0.9928653240203857,1.2157892729267148,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2025,10,3,0.0034625709522515535,0.0030621872283518314,0.08118496090173721,0.9122903347015381,0.7421639024029596,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2025,11,1,0.012108108960092068,0.8751333951950073,0.08539096266031265,0.027367550879716873,0.13198436620977808,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2025,12,0,0.5731345415115356,0.23964524269104004,0.07940364629030228,0.10781656950712204,-0.39145324946070914,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2026,1,0,0.8006718158721924,0.05309920385479927,0.06247260048985481,0.08375641703605652,-0.6506573118470355,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2026,2,0,0.7794738411903381,0.069795161485672,0.06669328361749649,0.08403772860765457,-0.324881433410418,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2026,3,1,0.015053036622703075,0.8847599625587463,0.07199924439191818,0.028187815099954605,0.2382818044822576,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2026,4,2,0.003312805201858282,0.013712757267057896,0.9018576145172119,0.08111684769392014,0.871247362703121,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2026,5,3,0.0011047344887629151,0.0009993178537115455,0.0051668728701770306,0.992729127407074,1.4348592833916773,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2026,6,3,0.0010252658976241946,0.0007492637378163636,0.002980486024171114,0.9952450394630432,1.6664292916381438,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2026,7,3,0.001073902822099626,0.0007391222170554101,0.0031224556732922792,0.9950645565986633,1.4247194215488437,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2026,8,3,0.0011515793157741427,0.0007706198957748711,0.003605077974498272,0.9944726824760437,1.3306879736688437,2.0,4.0,1.1
GRU_Attn,gru_attn_best.pkl,Islamabad,2026,9,3,0.0013245564186945558,0.0008809351711533964,0.004778689239174128,0.9930157661437988,1.2297886587056168,2.0,4.0,1.1
